,Unnamed: 0,asset,strike_pct,duration,util,mood,option_type,train_start_date,train_end_date,date_start,date_end,strike,years,max_drawdown_percentiles,cagr_percentiles,sharpe_percentiles,asset_label,kelly_params,engine,0_percentile_max_drawdown,25_percentile_max_drawdown,50_percentile_max_drawdown,75_percentile_max_drawdown,100_percentile_max_drawdown,0_percentile_cagr,25_percentile_cagr,50_percentile_cagr,75_percentile_cagr,100_percentile_cagr
40,40,Ethereum,-10.0,14,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,0.9,2.73972602739726,[0.12835282 0.29619843 0.42841607 0.54852437 0.88060318],[-0.50980163 -0.04843561  0.1002943   0.29425195  0.82478865],[-0.05192956  0.00411555  0.02565438  0.05489645  0.15930495],Ethereum_put_S=-10.0_D=14_M=Full History,[0.01934339 1.29466199 1.29491985 0.0571676 ],kelly,0.12835282142920268,0.2961984311983381,0.4284160658913775,0.5485243666129133,0.880603181676951,-0.5098016254246722,-0.048435614973874386,0.10029429719056215,0.2942519462799231,0.8247886458294675
41,41,Ethereum,-10.0,14,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,0.9,2.73972602739726,"[1.75901575e-01 6.60601093e-01 1.12988349e+00 3.69887277e+00
 1.91277850e+02]",[nan nan nan nan nan],[-0.05306236 -0.00745082  0.02296962  0.06706373  0.18925608],Ethereum_call_S=-10.0_D=14_M=Full History,[9.55152260e-13 2.67231466e+01 2.34580828e-01 3.18324912e-01],kelly,0.17590157547511906,0.6606010930569801,1.129883486936866,3.6988727710633738,191.27784986049176,,,,,
42,42,Ethereum,0.0,1,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,[0.18679416 0.42652    0.53593751 0.66565675 0.90908726],[-0.56955182 -0.05037853  0.19434893  0.43510045  1.47861402],[-0.05750419  0.00844264  0.03410239  0.05794247  0.15418981],Ethereum_put_S=0.0_D=1_M=Full History,[0.00265281 1.16669421 1.75780567 0.0212988 ],kelly,0.18679416233200988,0.426520004415405,0.5359375135339544,0.6656567463362058,0.9090872562300275,-0.5695518241242873,-0.05037853285422475,0.19434893129240083,0.43510045048376045,1.478614020962039
43,43,Ethereum,0.0,1,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,"[2.57156197e-01 5.51608451e-01 7.05873194e-01 5.39931489e+00
 2.94774967e+02]",[nan nan nan nan nan],[-0.04708233  0.00382351  0.0707974   0.11982875  0.26065324],Ethereum_call_S=0.0_D=1_M=Full History,[7.05796835e-16 3.34493719e+01 4.15671171e-01 3.46779510e-02],kelly,0.25715619650621097,0.551608450636565,0.7058731940594414,5.399314885009697,294.77496724303603,,,,,
44,44,Ethereum,0.0,7,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,[0.11727127 0.39056925 0.50689895 0.62898566 0.97606032],[-0.66004447 -0.10419348  0.09151539  0.31064043  1.26809218],[-0.08099553  0.00064423  0.02359189  0.0493273   0.16768103],Ethereum_put_S=0.0_D=7_M=Full History,[0.01378674 1.14010872 1.38456778 0.06181615],kelly,0.11727126869129238,0.39056924536371745,0.5068989536028932,0.6289856630102191,0.9760603170749218,-0.6600444713217937,-0.10419348171318576,0.09151538541511761,0.3106404327096039,1.2680921839947863
45,45,Ethereum,0.0,7,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,[  0.21268911   0.47239369   0.62936692   2.25617571 139.96308432],[nan nan nan nan nan],[-0.03448821  0.027312    0.08143033  0.11797266  0.2281044 ],Ethereum_call_S=0.0_D=7_M=Full History,[3.75953115e-16 3.34659607e+01 5.27880093e-01 1.49522090e-01],kelly,0.21268910564285654,0.47239369273982657,0.6293669154045001,2.256175709861615,139.9630843207478,,,,,
46,46,Ethereum,0.0,14,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,[0.12143127 0.31706364 0.41730677 0.52787509 0.87737796],[-0.53513429 -0.07697452  0.06603901  0.229615    0.93554059],[-0.08153848 -0.0006207   0.01959274  0.0441733   0.15947107],Ethereum_put_S=0.0_D=14_M=Full History,[0.01843076 0.92522067 1.20083233 0.07818343],kelly,0.12143127197215149,0.31706364078041394,0.41730677485182094,0.5278750912746067,0.8773779641109295,-0.5351342918322761,-0.07697452494637896,0.06603900789586858,0.22961499846425976,0.9355405872326767
47,47,Ethereum,0.0,14,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,"[1.40812220e-01 5.81452952e-01 8.72685817e-01 3.88663625e+00
 1.67541799e+02]",[nan nan nan nan nan],[-0.05158484 -0.00533377  0.03373036  0.0821708   0.19368903],Ethereum_call_S=0.0_D=14_M=Full History,[4.44034285e-04 6.51153243e+00 9.97289785e-01 2.50640841e-01],kelly,0.14081222000895618,0.5814529515771273,0.8726858168693019,3.886636249316814,167.54179870308283,,,,,
48,48,Ethereum,10.0,1,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,[0.25898402 0.49798176 0.61133419 0.73025099 0.95478575],[-0.63236411 -0.0870157   0.17390072  0.49857414  2.42908826],[-0.06719976  0.00792729  0.03080326  0.05357567  0.14297257],Ethereum_put_S=10.0_D=1_M=Full History,[0.00369599 0.8215806  1.45237944 0.09108415],kelly,0.25898401835595897,0.49798175888191,0.6113341922731576,0.7302509938887295,0.9547857536221452,-0.6323641112353924,-0.08701570484456553,0.1739007159577568,0.4985741377907725,2.4290882554398356
49,49,Ethereum,10.0,1,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,[ 0.14552123  0.32338965  0.50293401 13.95813569         nan],[nan nan nan nan nan],[-0.02618214  0.03302548  0.19639159  0.30074667  0.67554793],Ethereum_call_S=10.0_D=1_M=Full History,[1.47786615e-15 7.06067624e+00 1.00000000e+02 1.75488000e-02],kelly,0.1455212344819509,0.32338965495069827,0.5029340140746488,13.958135694390652,,,,,,
50,50,Ethereum,10.0,7,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,[0.17275893 0.42920918 0.52467131 0.63313707 0.89590149],[-0.55370743 -0.07775923  0.11787621  0.3588697   1.51853867],[-0.05930094  0.00505387  0.02589931  0.04956797  0.13898363],Ethereum_put_S=10.0_D=7_M=Full History,[0.01665288 0.8143888  1.09083121 0.10615067],kelly,0.17275893498952172,0.4292091769175923,0.5246713068254785,0.6331370701128205,0.8959014942765471,-0.5537074279690597,-0.07775923209551014,0.1178762120950273,0.3588697007635275,1.5185386695297667
51,51,Ethereum,10.0,7,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,"[1.51849815e-01 4.89085199e-01 7.74621067e-01 7.91447913e+00
 2.37828644e+02]",[nan nan nan nan nan],[-0.04921103  0.00118523  0.06525192  0.13554102  0.27474887],Ethereum_call_S=10.0_D=7_M=Full History,[3.90271128e-02 7.84125454e-01 7.30619873e+01 8.96159860e-02],kelly,0.15184981500721798,0.4890851987055194,0.7746210673745207,7.914479130499143,237.8286437919304,,,,,
52,52,Ethereum,10.0,14,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,[0.11748127 0.36172334 0.45907671 0.57211126 0.87303872],[-0.49991806 -0.06086603  0.09561508  0.2932934   1.11359572],[-0.05025471  0.00384239  0.02315825  0.04855639  0.14017847],Ethereum_put_S=10.0_D=14_M=Full History,[0.02422814 0.89729076 1.11772317 0.11520839],kelly,0.11748126855956752,0.3617233400453558,0.45907671328402494,0.5721112592903483,0.8730387196349723,-0.4999180570312619,-0.06086603444195757,0.0956150826328459,0.2932933989032435,1.113595722117679
53,53,Ethereum,10.0,14,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,"[1.09526187e-01 4.29399220e-01 5.80123377e-01 9.85682131e-01
 2.97594613e+02]",[nan nan nan nan nan],[-0.02562528  0.06570926  0.11407455  0.14855632  0.23189613],Ethereum_call_S=10.0_D=14_M=Full History,[ 0.12776377  1.01103464 38.73060609  0.16628449],kelly,0.10952618699220135,0.4293992204648125,0.5801233766313234,0.9856821314568484,297.5946132643334,,,,,
54,54,MSFT,-10.0,1,0.5,Full History,put,2017-01-03,2021-10-29,2017-01-03,2021-10-29,0.9,2.73972602739726,[ 0.         -0.          0.0263034   0.0263034   0.11384039],[-0.03896207 -0.00078819 -0.00078819  0.00898989  0.00898989],[-0.05768414 -0.00217252 -0.00217252         nan         nan],MSFT_put_S=-10.0_D=1_M=Full History,[9.34438022e-06 2.74594277e-04 1.00000000e+02 4.44170805e-05],kelly,0.0,-0.0,0.026303402395715124,0.0263034023957152,0.11384038606554052,-0.03896207223296633,-0.0007881913606232471,-0.0007881913606229141,0.008989891785659898,0.008989891785659898
55,55,MSFT,-10.0,1,0.5,Full History,call,2017-01-03,2021-10-29,2017-01-03,2021-10-29,0.9,2.73972602739726,[0.10914657 0.20550707 0.26499786 0.34736965 0.6373194 ],[-0.29240868 -0.05370294  0.02703519  0.09252569  0.51304082],[-0.08941908 -0.01045465  0.0124748   0.03103781  0.12353808],MSFT_call_S=-10.0_D=1_M=Full History,[3.65647929e-04 5.17849665e-03 1.00000000e+02 1.12900148e-01],kelly,0.10914657489340387,0.20550707090373393,0.26499785988766555,0.3473696529705862,0.6373194031581387,-0.2924086789511131,-0.0537029372382718,0.027035190481081495,0.09252569161569651,0.513040819545558
56,56,MSFT,-10.0,7,0.5,Full History,put,2017-01-03,2021-10-29,2017-01-03,2021-10-29,0.9,2.73972602739726,[0.         0.00029749 0.00489691 0.01288666 0.10719331],[-0.03701854 -0.00112376  0.00353775  0.00540265  0.00555105],[-0.05163675 -0.00886679  0.06102991  0.38387825  0.40685184],MSFT_put_S=-10.0_D=7_M=Full History,[2.08285895e-05 3.29411375e-04 1.00000000e+02 2.03206834e-04],kelly,0.0,0.000297487804507997,0.004896909626229201,0.01288666256144256,0.10719331182681507,-0.037018542045011316,-0.0011237586267831279,0.0035377499110087474,0.005402654931726536,0.0055510461983825365
57,57,MSFT,-10.0,7,0.5,Full History,call,2017-01-03,2021-10-29,2017-01-03,2021-10-29,0.9,2.73972602739726,[0.10344505 0.1955235  0.2530179  0.34789572 0.56987264],[-0.24935166 -0.0575777   0.02567427  0.10580514  0.42302381],[-0.07215717 -0.01262474  0.01212654  0.03329025  0.10204341],MSFT_call_S=-10.0_D=7_M=Full History,[0.00264814 0.18702047 0.73816221 0.12277663],kelly,0.1034450457537777,0.19552349627784915,0.2530179011373407,0.3478957233302976,0.5698726393261948,-0.24935166007208132,-0.05757770494526382,0.025674266772684806,0.10580514006268016,0.42302381061865835
58,58,MSFT,-10.0,14,0.5,Full History,put,2017-01-03,2021-10-29,2017-01-03,2021-10-29,0.9,2.73972602739726,[0.         0.00322009 0.02186602 0.0348284  0.12832989],[-0.04654423 -0.0050892   0.00154373  0.00933908  0.01101375],[-0.05100232 -0.01392927  0.00667074  0.1754968   0.27646344],MSFT_put_S=-10.0_D=14_M=Full History,[5.37796875e-05 5.98081041e-04 1.00000000e+02 8.18632155e-04],kelly,0.0,0.0032200948996633696,0.021866020319786777,0.034828397479964746,0.1283298904700507,-0.04654423343382441,-0.005089204282441695,0.0015437314923554268,0.009339082844638413,0.011013745709426814
59,59,MSFT,-10.0,14,0.5,Full History,call,2017-01-03,2021-10-29,2017-01-03,2021-10-29,0.9,2.73972602739726,[0.07103926 0.17258169 0.23576889 0.30360888 0.57488723],[-0.24314013 -0.05007995  0.01963547  0.11039164  0.39145905],[-0.07923632 -0.01087852  0.01052659  0.03694909  0.11224525],MSFT_call_S=-10.0_D=14_M=Full History,[0.00469085 0.28058678 0.61659461 0.13343076],kelly,0.07103926494040798,0.1725816882513568,0.2357688893623352,0.30360888413105824,0.5748872314263684,-0.24314012955085518,-0.05007994544607719,0.01963547282768574,0.1103916424871842,0.3914590524654251
60,60,MSFT,0.0,1,0.5,Full History,put,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.0,2.73972602739726,[0.06368676 0.12902604 0.16207394 0.21533029 0.4159735 ],[-0.16878284 -0.0356636   0.00314425  0.04089812  0.17288593],[-0.07659199 -0.01505504  0.00431393  0.02508277  0.10334904],MSFT_put_S=0.0_D=1_M=Full History,[1.16791045e-04 2.40540921e-01 9.99999929e+01 4.97988839e-03],kelly,0.06368676416293162,0.12902603777989302,0.1620739373836515,0.2153302894317492,0.41597349665539807,-0.1687828351209465,-0.0356635974991755,0.0031442530059285767,0.04089811840681373,0.17288592764029165
61,61,MSFT,0.0,1,0.5,Full History,call,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.0,2.73972602739726,[0.06095421 0.13636904 0.18138722 0.2293066  0.48022086],[-0.17649606 -0.03839364  0.00235503  0.05068182  0.22834488],[-0.08121145 -0.0160344   0.00410279  0.02763926  0.1306207 ],MSFT_call_S=0.0_D=1_M=Full History,[1.32217918e-04 3.55897144e-03 1.00000000e+02 6.55123806e-03],kelly,0.06095421374203915,0.13636904241631934,0.18138721727867346,0.22930659939289005,0.48022085639958223,-0.1764960648644771,-0.038393642330465994,0.0023550323606339463,0.05068181827515861,0.22834487648549273
62,62,MSFT,0.0,7,0.5,Full History,put,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.0,2.73972602739726,[0.03474053 0.09923151 0.13324695 0.17606223 0.36393724],[-0.14894446 -0.02452263  0.01114008  0.03663045  0.15929208],[-0.07816881 -0.01170004  0.00909531  0.02730631  0.1288944 ],MSFT_put_S=0.0_D=7_M=Full History,[5.64137425e-04 2.24786997e-01 4.11992394e+01 1.27057350e-02],kelly,0.0347405269154634,0.09923150525350957,0.13324695028642425,0.17606223311546562,0.3639372393440408,-0.14894446124821015,-0.024522628792503,0.011140082001871776,0.0366304521044869,0.15929208364504022
63,63,MSFT,0.0,7,0.5,Full History,call,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.0,2.73972602739726,[0.05946409 0.13079226 0.17570031 0.23562518 0.48711872],[-0.19758521 -0.04047375  0.0109298   0.05644215  0.23200726],[-0.08090195 -0.01469114  0.00805215  0.02971144  0.12293223],MSFT_call_S=0.0_D=7_M=Full History,[1.05900371e-03 1.99858358e-01 9.98329147e+01 2.36064085e-02],kelly,0.059464093621240374,0.13079226112579234,0.17570031351089774,0.23562517914510894,0.48711871951125985,-0.19758521381798788,-0.040473749301399686,0.010929803371483637,0.056442150832036186,0.23200725731045524
64,64,MSFT,0.0,14,0.5,Full History,put,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.0,2.73972602739726,[0.02554798 0.08279516 0.12358785 0.16487933 0.38565094],[-0.15356273 -0.0301119   0.000796    0.03344702  0.1233495 ],[-0.08543964 -0.01712761  0.00265725  0.02743903  0.13413689],MSFT_put_S=0.0_D=14_M=Full History,[9.11466910e-04 2.51552860e-01 9.98790006e+01 1.55564643e-02],kelly,0.025547981900670338,0.08279516461042348,0.12358784709609824,0.16487932976478015,0.3856509358026381,-0.15356273271123855,-0.030111899579282453,0.0007959987750627562,0.0334470247760606,0.12334949795294903
65,65,MSFT,0.0,14,0.5,Full History,call,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.0,2.73972602739726,[0.03794968 0.12812266 0.17104812 0.2340911  0.47207   ],[-0.18238976 -0.03950796  0.01285619  0.06369612  0.30283791],[-0.07057499 -0.01384289  0.00894381  0.03258649  0.16401023],MSFT_call_S=0.0_D=14_M=Full History,[2.23933709e-03 2.27922265e-01 9.99621716e+01 3.67883580e-02],kelly,0.037949679721452405,0.1281226611820663,0.17104812239624,0.23409110164798091,0.4720699958530361,-0.18238976464001377,-0.03950795968544696,0.012856189724913203,0.06369612031393485,0.30283790896991714
66,66,MSFT,10.0,1,0.5,Full History,put,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.1,2.73972602739726,[0.08106219 0.18449223 0.23474695 0.29319375 0.60007509],[-0.26214585 -0.0491577   0.00543207  0.07173381  0.3123945 ],[-0.10209489 -0.01371127  0.00576313  0.02816181  0.09731739],MSFT_put_S=10.0_D=1_M=Full History,[2.46164802e-04 2.32971569e-01 9.99999982e+01 8.95115881e-02],kelly,0.08106218742314772,0.18449222506438265,0.23474694811823993,0.2931937526013976,0.6000750929980103,-0.2621458536362149,-0.049157696845686605,0.005432070592354843,0.0717338136095797,0.3123945018752381
67,67,MSFT,10.0,1,0.5,Full History,call,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.1,2.73972602739726,[ 0.         -0.          0.01914727  0.01914727  0.09715993],[-0.03436412  0.00035137  0.00035137  0.00744282  0.00744282],[-0.06396861  0.00189555  0.00189555         nan         nan],MSFT_call_S=10.0_D=1_M=Full History,[1.71598764e-05 2.78303700e-04 1.00000000e+02 3.20927159e-05],kelly,0.0,-0.0,0.019147274170729783,0.019147274170729856,0.09715993282028573,-0.0343641196483534,0.00035137085859182626,0.00035137085859227035,0.0074428223588012266,0.0074428223588012266
68,68,MSFT,10.0,7,0.5,Full History,put,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.1,2.73972602739726,[0.07441028 0.162464   0.21523754 0.27617781 0.64213599],[-0.28574224 -0.04023693  0.01972735  0.08363566  0.33462361],[-0.11175545 -0.00998268  0.01088156  0.03269879  0.11248633],MSFT_put_S=10.0_D=7_M=Full History,[1.72632567e-03 1.36623224e-01 9.98609060e+01 8.31657418e-02],kelly,0.07441027630291851,0.16246399615072302,0.21523754142469997,0.27617781099657834,0.6421359892704265,-0.28574223948353294,-0.04023693375018916,0.019727345260436513,0.08363565595115252,0.3346236143358081
69,69,MSFT,10.0,7,0.5,Full History,call,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.1,2.73972602739726,[0.         0.0208017  0.04482504 0.07046769 0.20002699],[-0.07548265 -0.01052631  0.00285085  0.01505677  0.03337493],[-0.05420615 -0.01433315  0.0069525   0.049615    0.40685184],MSFT_call_S=10.0_D=7_M=Full History,[8.14469578e-05 8.34965715e-04 1.00000000e+02 1.22651451e-03],kelly,0.0,0.02080170259074008,0.04482504259536603,0.07046769007201867,0.20002699128323928,-0.07548264639970403,-0.010526312579929586,0.002850846730439005,0.015056770949510412,0.033374925761060714
70,70,MSFT,10.0,14,0.5,Full History,put,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.1,2.73972602739726,[0.05803132 0.1494066  0.20017356 0.26641683 0.53192085],[-0.21795344 -0.04764975  0.00821832  0.06449528  0.26552965],[-0.08213282 -0.01487988  0.0068666   0.02844988  0.09848309],MSFT_put_S=10.0_D=14_M=Full History,[2.91203359e-03 2.39809169e-01 9.99989155e+01 7.37230850e-02],kelly,0.05803131639218982,0.14940659521995503,0.20017355960973177,0.2664168334641665,0.5319208479419326,-0.21795343950706103,-0.04764974628786678,0.008218317373212325,0.06449527649808107,0.26552965296198416
71,71,MSFT,10.0,14,0.5,Full History,call,2017-01-03,2021-10-29,2017-01-03,2021-10-29,1.1,2.73972602739726,[0.00392895 0.04232491 0.06843006 0.0970908  0.25453605],[-0.08389983 -0.01302991  0.00374772  0.02022874  0.05955347],[-0.05795935 -0.01306029  0.00590672  0.03437413  0.2597878 ],MSFT_call_S=10.0_D=14_M=Full History,[3.25119772e-04 2.84244374e-01 9.94916232e+01 4.54865124e-03],kelly,0.003928954989046414,0.04232490771955239,0.06843005994604323,0.0970908013383936,0.2545360484818841,-0.08389982954490105,-0.01302991113343474,0.003747720195481863,0.020228744372477903,0.059553466737065186
72,72,Nikkei 225,-10.0,1,0.5,Full History,put,2017-01-04,2021-10-29,2017-01-04,2021-10-29,0.9,2.73972602739726,[ 0. -0. -0.  0.  0.],[0.00264573 0.00264573 0.00264573 0.00264573 0.00264573],[nan nan nan nan nan],Nikkei 225_put_S=-10.0_D=1_M=Full History,[1.70579447e-05 1.39744198e-04 1.00000000e+02 5.96356969e-06],kelly,0.0,-0.0,-0.0,0.0,0.0,0.0026457282356611156,0.0026457282356611156,0.0026457282356611156,0.0026457282356611156,0.0026457282356611156
73,73,Nikkei 225,-10.0,1,0.5,Full History,call,2017-01-04,2021-10-29,2017-01-04,2021-10-29,0.9,2.73972602739726,[0.07161649 0.15141257 0.19073196 0.24981705 0.4866025 ],[-0.18577841 -0.04277359  0.00627147  0.05761925  0.25570543],[-0.08055056 -0.01547174  0.00589829  0.02701466  0.10375766],Nikkei 225_call_S=-10.0_D=1_M=Full History,[1.66932800e-04 1.92071591e-03 1.00000000e+02 1.11556811e-01],kelly,0.07161649036646757,0.15141257324492147,0.1907319649723945,0.24981704580329633,0.4866025020715881,-0.18577840807345036,-0.04277359000000516,0.006271465212988492,0.0576192504115956,0.2557054336342284
74,74,Nikkei 225,-10.0,7,0.5,Full History,put,2017-01-04,2021-10-29,2017-01-04,2021-10-29,0.9,2.73972602739726,[ 0.         -0.         -0.          0.          0.01177293],[-0.00398789  0.00036255  0.00036255  0.00036255  0.00036255],[-0.04107158  0.40685184  0.40685184  0.40685184  0.40685184],Nikkei 225_put_S=-10.0_D=7_M=Full History,[8.68090276e-06 1.34498627e-04 1.00000000e+02 9.64720751e-06],kelly,0.0,-0.0,-0.0,0.0,0.01177293135956211,-0.0039878916818247845,0.0003625546197101315,0.0003625546197101315,0.0003625546197101315,0.0003625546197101315
75,75,Nikkei 225,-10.0,7,0.5,Full History,call,2017-01-04,2021-10-29,2017-01-04,2021-10-29,0.9,2.73972602739726,[0.05705396 0.13728654 0.17968886 0.24002544 0.56954221],[-0.22001851 -0.03721976  0.01009566  0.0658604   0.25363997],[-0.08310888 -0.01384228  0.00749065  0.03170548  0.09892713],Nikkei 225_call_S=-10.0_D=7_M=Full History,[1.16702525e-03 1.33944923e-02 1.00000000e+02 1.15643239e-01],kelly,0.057053955076636485,0.13728653778242403,0.17968886457092795,0.2400254369590885,0.5695422079234839,-0.22001851436023268,-0.03721975791554866,0.010095661220706376,0.06586040455787628,0.2536399699461436
76,76,Nikkei 225,-10.0,14,0.5,Full History,put,2017-01-04,2021-10-29,2017-01-04,2021-10-29,0.9,2.73972602739726,[ 0.         -0.         -0.          0.01030398  0.06639189],[-0.02366978 -0.00064273  0.00318742  0.00318742  0.00318742],[-0.05312763 -0.00521444  0.27646344  0.27646344  0.27646344],Nikkei 225_put_S=-10.0_D=14_M=Full History,[2.18692321e-05 3.09224566e-04 1.00000000e+02 2.34679773e-04],kelly,0.0,-0.0,-0.0,0.010303982572119555,0.06639188976971863,-0.023669780037654853,-0.0006427263727762922,0.003187422104222959,0.003187422104222959,0.003187422104222959
77,77,Nikkei 225,-10.0,14,0.5,Full History,call,2017-01-04,2021-10-29,2017-01-04,2021-10-29,0.9,2.73972602739726,[0.04839445 0.13346784 0.17840604 0.2331074  0.4477926 ],[-0.17486066 -0.04327163  0.01103727  0.06066412  0.23581459],[-0.07709158 -0.01522626  0.00787859  0.02840273  0.0905478 ],Nikkei 225_call_S=-10.0_D=14_M=Full History,[2.39636048e-03 1.09790261e-01 9.99980501e+01 1.19477331e-01],kelly,0.04839444811939735,0.13346784031000591,0.17840603757028822,0.2331073993080922,0.4477926000058921,-0.1748606583300042,-0.04327162630045872,0.011037272792165043,0.060664119800503846,0.23581458821021362
78,78,Nikkei 225,0.0,1,0.5,Full History,put,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.0,2.73972602739726,[0.03888994 0.08844656 0.11714265 0.15739496 0.30814985],[-0.11743189 -0.02247815  0.00380434  0.03206061  0.10989181],[-0.08759907 -0.01524715  0.0046902   0.02658009  0.09266193],Nikkei 225_put_S=0.0_D=1_M=Full History,[5.71031797e-05 5.22079376e-04 8.58576616e+01 3.88646926e-03],kelly,0.03888993992521568,0.08844656347956949,0.11714264573059899,0.15739496112771142,0.3081498501273986,-0.11743188668121296,-0.022478148717199775,0.0038043394584743595,0.03206061018182926,0.10989181291109973
79,79,Nikkei 225,0.0,1,0.5,Full History,call,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.0,2.73972602739726,[0.03797979 0.08957628 0.11592615 0.15559631 0.27657484],[-0.10963457 -0.02625266  0.00092992  0.02968614  0.10278104],[-0.07868695 -0.0179334   0.00251093  0.02496203  0.09307676],Nikkei 225_call_S=0.0_D=1_M=Full History,[5.34588612e-05 7.66870058e-04 1.00000000e+02 4.28801475e-03],kelly,0.0379797850321903,0.08957627703356738,0.11592614717241947,0.15559630597712082,0.27657483885737366,-0.10963457214032091,-0.02625265516894315,0.0009299204534506389,0.029686144119232538,0.10278104008807598
80,80,Nikkei 225,0.0,7,0.5,Full History,put,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.0,2.73972602739726,[0.03036302 0.07794745 0.10730845 0.15459258 0.29271038],[-0.10245668 -0.02840342 -0.00151034  0.02932209  0.11662173],[-0.07409077 -0.01940346  0.00059269  0.02685892  0.11569723],Nikkei 225_put_S=0.0_D=7_M=Full History,[3.50007334e-04 2.32792919e-01 9.99999982e+01 1.14254602e-02],kelly,0.030363019098016714,0.07794744741002707,0.10730845265762318,0.15459258285171207,0.2927103766256062,-0.10245667537622738,-0.028403420802141366,-0.0015103427512990764,0.02932209454959739,0.11662173220378702
