,Unnamed: 0,asset,strike_pct,duration,util,mood,option_type,train_start_date,train_end_date,date_start,date_end,strike,years,max_drawdown_percentiles,cagr_percentiles,sharpe_percentiles,asset_label,kelly_params,engine,0_percentile_max_drawdown,25_percentile_max_drawdown,50_percentile_max_drawdown,75_percentile_max_drawdown,100_percentile_max_drawdown,0_percentile_cagr,25_percentile_cagr,50_percentile_cagr,75_percentile_cagr,100_percentile_cagr
81,81,Nikkei 225,0.0,7,0.5,Full History,call,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.0,2.73972602739726,[0.03683271 0.08406348 0.11152441 0.14632886 0.32198981],[-0.11852202 -0.02218712  0.0037948   0.03128088  0.11500338],[-0.07892912 -0.01427778  0.00468889  0.02691441  0.10591124],Nikkei 225_call_S=0.0_D=7_M=Full History,[3.80879919e-04 2.32610315e-01 9.99999986e+01 1.39354293e-02],kelly,0.036832712623126415,0.08406348488999812,0.11152440599267316,0.1463288566989945,0.321989808795463,-0.11852202356363761,-0.022187123683720306,0.0037947986485661334,0.03128088049381861,0.1150033823655483
82,82,Nikkei 225,0.0,14,0.5,Full History,put,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.0,2.73972602739726,[0.02338179 0.06821857 0.09399731 0.12885967 0.3646177 ],[-0.14796284 -0.02091288  0.00443798  0.03017108  0.10297722],[-0.0999533  -0.0159926   0.0055676   0.03000373  0.12501368],Nikkei 225_put_S=0.0_D=14_M=Full History,[5.79325971e-04 2.34692278e-02 1.00000000e+02 1.45948587e-02],kelly,0.02338178587553028,0.06821856986692316,0.09399731180371546,0.12885967026208203,0.3646177045394071,-0.14796284155323025,-0.0209128825772166,0.0044379846650053345,0.03017107514941031,0.10297722470028048
83,83,Nikkei 225,0.0,14,0.5,Full History,call,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.0,2.73972602739726,[0.03112996 0.07407329 0.10431067 0.14152633 0.42306303],[-0.17224687 -0.02439887  0.0059124   0.03236792  0.1191952 ],[-0.09121806 -0.01556107  0.00660852  0.02794183  0.12674217],Nikkei 225_call_S=0.0_D=14_M=Full History,[7.34748441e-04 2.14331380e-01 9.99930524e+01 1.81867791e-02],kelly,0.03112996067614583,0.07407328987123991,0.1043106655585147,0.1415263319159548,0.42306303186265903,-0.17224686801874578,-0.024398867885246756,0.005912399287938963,0.03236792348024131,0.11919520203689116
84,84,Nikkei 225,10.0,1,0.5,Full History,put,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.1,2.73972602739726,[0.05448207 0.12391237 0.16257461 0.21484576 0.38412766],[-0.15219355 -0.03586191  0.00691097  0.05069022  0.23193866],[-0.08578591 -0.01605538  0.00617515  0.02858703  0.11277842],Nikkei 225_put_S=10.0_D=1_M=Full History,[1.12186899e-04 2.02440203e-03 1.00000000e+02 9.05462306e-02],kelly,0.05448206627400401,0.1239123703221567,0.16257461082722344,0.21484575634607592,0.38412766339906157,-0.15219354583311961,-0.03586190968460795,0.00691097307930677,0.0506902214551091,0.23193865555763926
85,85,Nikkei 225,10.0,1,0.5,Full History,call,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.1,2.73972602739726,[ 0. -0. -0.  0.  0.],[0.00264573 0.00264573 0.00264573 0.00264573 0.00264573],[nan nan nan nan nan],Nikkei 225_call_S=10.0_D=1_M=Full History,[1.70579447e-05 1.39744198e-04 1.00000000e+02 5.96356969e-06],kelly,0.0,-0.0,-0.0,0.0,0.0,0.0026457282356611156,0.0026457282356611156,0.0026457282356611156,0.0026457282356611156,0.0026457282356611156
86,86,Nikkei 225,10.0,7,0.5,Full History,put,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.1,2.73972602739726,[0.04926328 0.11245135 0.15428973 0.20019966 0.39972632],[-0.16255585 -0.03169256  0.0055505   0.05113275  0.20896542],[-0.09589988 -0.01417974  0.00550561  0.02960325  0.10492944],Nikkei 225_put_S=10.0_D=7_M=Full History,[7.49159564e-04 1.10540046e-02 1.00000000e+02 8.82452147e-02],kelly,0.04926327721612372,0.11245134709153257,0.15428972562335158,0.2001996586006771,0.3997263233063324,-0.1625558497242302,-0.03169255596322523,0.005550499754730209,0.05113274994530065,0.2089654228598039
87,87,Nikkei 225,10.0,7,0.5,Full History,call,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.1,2.73972602739726,[ 0.         -0.         -0.          0.00327701  0.01610856],[-0.00532965 -0.00021845  0.00098703  0.00098703  0.00098703],[-0.05099286 -0.00571051  0.40685184  0.40685184  0.40685184],Nikkei 225_call_S=10.0_D=7_M=Full History,[1.74315970e-05 1.38872562e-04 8.58578655e+01 2.93528761e-05],kelly,0.0,-0.0,-0.0,0.0032770070812443352,0.016108558508101542,-0.005329654270547657,-0.00021845499177200467,0.000987027104714766,0.000987027104714766,0.000987027104714766
88,88,Nikkei 225,10.0,14,0.5,Full History,put,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.1,2.73972602739726,[0.03654055 0.10924731 0.14946363 0.19512708 0.42673948],[-0.18379643 -0.03420341  0.00509186  0.04426578  0.20048413],[-0.08713858 -0.01530733  0.00529035  0.02516721  0.09547376],Nikkei 225_put_S=10.0_D=14_M=Full History,[1.55637751e-03 1.54748550e-02 1.00000000e+02 8.81899024e-02],kelly,0.03654054949653447,0.1092473102571514,0.1494636287850242,0.19512707510516042,0.4267394790054042,-0.18379642545463448,-0.034203414717204506,0.005091857978978265,0.04426577791096481,0.2004841312966239
89,89,Nikkei 225,10.0,14,0.5,Full History,call,2017-01-04,2021-10-29,2017-01-04,2021-10-29,1.1,2.73972602739726,[ 0.         -0.          0.0038362   0.02016407  0.08119257],[-0.02992278 -0.00347417  0.00241031  0.00417505  0.00417505],[-0.06060423 -0.01522241  0.04322659  0.27646344  0.27646344],Nikkei 225_call_S=10.0_D=14_M=Full History,[2.15894114e-05 3.29567699e-04 1.00000000e+02 3.10771780e-04],kelly,0.0,-0.0,0.003836202543692714,0.02016406999365332,0.08119256856367062,-0.02992277990186032,-0.0034741654766895502,0.002410313343331416,0.004175054157566471,0.004175054157566471
90,90,EOS,-10.0,1,0.5,Full History,put,2017-06-29,2021-10-31,2017-06-29,2021-10-31,0.9,2.73972602739726,[0.07208585 0.19908262 0.26653889 0.36267527 0.70977884],[-0.30836057 -0.05061897  0.02904345  0.11490947  0.51220551],[-0.06062926 -0.00750722  0.01343781  0.03956341  0.24756683],EOS_put_S=-10.0_D=1_M=Full History,[4.62419732e-04 4.38742693e-01 9.95749321e+01 3.17155981e-03],kelly,0.07208584543654573,0.19908262180627423,0.2665388916456707,0.3626752722269853,0.7097788371989044,-0.30836056925938515,-0.050618970484966413,0.02904344557841576,0.11490946937223717,0.5122055139825845
91,91,EOS,-10.0,1,0.5,Full History,call,2017-06-29,2021-10-31,2017-06-29,2021-10-31,0.9,2.73972602739726,[0.29994506 0.49939455 0.77823041 0.86268425 0.99852934],[-0.70892469  0.80088017  1.92097375  3.30098957  9.39351209],[0.00743797 0.07090937 0.09905845 0.12823877 0.20413017],EOS_call_S=-10.0_D=1_M=Full History,[1.28603552e-02 1.18030440e-05 1.00000000e+02 1.20484752e-01],kelly,0.2999450640528332,0.49939455143490313,0.7782304138043319,0.8626842508924176,0.9985293387806439,-0.7089246928233561,0.8008801725574817,1.920973749624802,3.300989567716085,9.39351209424152
92,92,EOS,-10.0,7,0.5,Full History,put,2017-06-29,2021-10-31,2017-06-29,2021-10-31,0.9,2.73972602739726,[0.10887411 0.27708873 0.3612337  0.46197634 0.85156695],[-0.44148554 -0.05971289  0.05035715  0.16631514  0.63589883],[-0.06127143 -0.00383578  0.01718521  0.04083323  0.15879342],EOS_put_S=-10.0_D=7_M=Full History,[0.00549694 0.72998019 0.70112378 0.03204647],kelly,0.10887410977064418,0.27708872691568076,0.3612337047204487,0.4619763435048131,0.8515669479483716,-0.4414855355178341,-0.05971288981428255,0.05035714827015503,0.1663151362916862,0.6358988281171911
93,93,EOS,-10.0,7,0.5,Full History,call,2017-06-29,2021-10-31,2017-06-29,2021-10-31,0.9,2.73972602739726,[ 0.21835153  0.54786415  0.80160925  0.98057806 47.09877954],[nan nan nan nan nan],[-0.02958726  0.05606502  0.08784603  0.11866636  0.22601045],EOS_call_S=-10.0_D=7_M=Full History,[5.66416950e-02 8.62649206e-06 1.00000000e+02 2.11810663e-01],kelly,0.21835152930947888,0.5478641540519729,0.8016092517464243,0.9805780592431055,47.09877953633049,,,,,
94,94,EOS,-10.0,14,0.5,Full History,put,2017-06-29,2021-10-31,2017-06-29,2021-10-31,0.9,2.73972602739726,[0.08142034 0.25432384 0.33904646 0.4467949  0.78751412],[-0.41664426 -0.06062257  0.04175763  0.1609267   0.8490322 ],[-0.07528582 -0.00462225  0.01559943  0.0414269   0.23730434],EOS_put_S=-10.0_D=14_M=Full History,[0.00957605 0.70813556 0.66264354 0.04971445],kelly,0.08142033512281599,0.2543238423511637,0.33904646090680873,0.4467949021633275,0.7875141221405781,-0.416644256726162,-0.0606225669649908,0.041757633783432224,0.16092669582798047,0.8490321957428324
95,95,EOS,-10.0,14,0.5,Full History,call,2017-06-29,2021-10-31,2017-06-29,2021-10-31,0.9,2.73972602739726,[0.17522196 0.52670571 0.71457069 0.90843728 9.83153958],[nan nan nan nan nan],[-0.03037932  0.05099514  0.07713878  0.10597108  0.20582502],EOS_call_S=-10.0_D=14_M=Full History,[1.60647725e-01 5.23998262e-09 1.00000000e+02 2.33496515e-01],kelly,0.17522195547776337,0.5267057122343675,0.7145706914381589,0.908437278774069,9.831539576901381,,,,,
96,96,EOS,0.0,1,0.5,Full History,put,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.0,2.73972602739726,[0.20890954 0.39380511 0.47555099 0.56983158 0.87310361],[-0.47428704 -0.05185246  0.1033938   0.28737019  1.17918713],[-0.06338826  0.0035962   0.02389878  0.04501257  0.13515536],EOS_put_S=0.0_D=1_M=Full History,[1.86298384e-03 3.21792562e-01 9.86509185e+01 2.19801464e-02],kelly,0.2089095392712029,0.39380511305365296,0.47555099201343043,0.5698315838347365,0.8731036060768237,-0.4742870448999721,-0.05185246481588848,0.10339380375255525,0.2873701859539449,1.1791871319895826
97,98,EOS,0.0,7,0.5,Full History,put,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.0,2.73972602739726,[0.15891057 0.34178715 0.44006867 0.54942919 0.84111795],[-0.44897748 -0.08791562  0.04851421  0.20242029  0.86682574],[-0.06662516 -0.0034497   0.01673788  0.03922752  0.13002531],EOS_put_S=0.0_D=7_M=Full History,[0.00879608 0.6616169  0.7358813  0.06243983],kelly,0.15891056746903606,0.3417871518606145,0.44006866639611647,0.5494291895506123,0.8411179523509967,-0.44897748482526423,-0.08791562362456601,0.04851421327703498,0.20242028622927127,0.8668257386205556
98,99,EOS,0.0,7,0.5,Full History,call,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.0,2.73972602739726,[0.11356762 0.35610998 0.49139228 0.7978049  0.99628479],[-0.72372761  1.73110657  2.88137527  4.14252066 11.39990943],[0.01328974 0.1040209  0.13669841 0.17372371 0.2775807 ],EOS_call_S=0.0_D=7_M=Full History,[1.20906035e-01 2.46776556e-05 1.00000000e+02 9.20389550e-02],kelly,0.11356762192667326,0.35610997606842726,0.4913922807770543,0.7978049008569411,0.9962847932351269,-0.7237276072384505,1.7311065678367017,2.8813752737218534,4.14252066376108,11.399909428803591
99,100,EOS,0.0,14,0.5,Full History,put,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.0,2.73972602739726,[0.11101386 0.31705461 0.41081129 0.51873986 0.86955262],[-0.42625943 -0.07884831  0.06275809  0.20648744  0.96929357],[-0.05669694 -0.00299392  0.01883376  0.04183226  0.16255729],EOS_put_S=0.0_D=14_M=Full History,[0.0157043  0.66852852 0.68103956 0.08598632],kelly,0.11101385830182288,0.31705460849327916,0.4108112855578623,0.5187398638130518,0.8695526222342157,-0.42625942917661175,-0.07884830776290816,0.0627580876331324,0.2064874355335567,0.9692935734782486
100,101,EOS,0.0,14,0.5,Full History,call,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.0,2.73972602739726,[ 0.09775762  0.36785115  0.56694584  0.86469752 71.09816823],[nan nan nan nan nan],[0.01435907 0.08824247 0.12296105 0.15850937 0.23694605],EOS_call_S=0.0_D=14_M=Full History,[2.36016991e-01 4.03145003e-07 1.00000000e+02 1.49606862e-01],kelly,0.09775762363992621,0.3678511524443762,0.5669458416479191,0.8646975206806911,71.0981682316395,,,,,
101,102,EOS,10.0,1,0.5,Full History,put,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.1,2.73972602739726,[0.22939994 0.4642249  0.5606142  0.67052437 0.91016555],[-0.5163956  -0.07854265  0.1417946   0.4197336   1.88880497],[-0.05793953  0.00546373  0.02717565  0.04967318  0.13030618],EOS_put_S=10.0_D=1_M=Full History,[3.02373761e-03 2.58038524e-01 9.99269718e+01 9.29556232e-02],kelly,0.22939993579334494,0.46422489528234023,0.5606142033706432,0.6705243678325457,0.9101655460916892,-0.5163956005943555,-0.07854265161223828,0.14179460303385472,0.41973359823824585,1.8888049727044947
102,103,EOS,10.0,1,0.5,Full History,call,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.1,2.73972602739726,[0.10196209 0.2559254  0.41219336 0.66653646 0.98479929],[-0.64873448  0.06471743  0.39482054  0.72125639  1.39561123],[-0.04000066  0.02564204  0.0611481   0.11992664  0.27358164],EOS_call_S=10.0_D=1_M=Full History,[1.26081877e-14 3.06340912e+01 1.66053795e-01 5.66669267e-03],kelly,0.10196209401151357,0.25592539684720217,0.4121933627140527,0.66653645841022,0.984799292061007,-0.6487344818744052,0.06471742759114879,0.3948205426257293,0.7212563918557029,1.395611228857181
103,104,EOS,10.0,7,0.5,Full History,put,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.1,2.73972602739726,[0.18910249 0.39065325 0.48560906 0.59272362 0.89494584],[-0.48494041 -0.05461078  0.12249652  0.34030884  1.41978349],[-0.05529392  0.00501075  0.02582844  0.04860295  0.13064906],EOS_put_S=10.0_D=7_M=Full History,[0.01406062 0.52367727 0.68206353 0.11583089],kelly,0.1891024864430299,0.3906532527135682,0.48560906484426786,0.5927236236377744,0.8949458406766532,-0.4849404095904021,-0.05461077595694672,0.12249651830991626,0.3403088410309607,1.419783494950304
104,105,EOS,10.0,7,0.5,Full History,call,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.1,2.73972602739726,[0.12781684 0.39946223 0.54750391 0.68223702 0.96697647],[-0.39831384  1.90925867  2.79181571  3.94565676  8.17165459],[0.01073728 0.11075856 0.13870865 0.18038501 0.31371253],EOS_call_S=10.0_D=7_M=Full History,[1.17066686e-01 1.85536549e-08 1.00000000e+02 6.26402409e-02],kelly,0.1278168425066066,0.39946222742561643,0.5475039111683749,0.6822370170360043,0.9669764739515432,-0.3983138403695988,1.9092586671823855,2.7918157116537943,3.9456567589451286,8.17165459257658
105,106,EOS,10.0,14,0.5,Full History,put,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.1,2.73972602739726,[0.14468192 0.34919201 0.44483013 0.55118821 0.89426737],[-0.51302208 -0.05759488  0.1066066   0.33244854  1.11429844],[-0.07029996  0.00258419  0.02451787  0.05101335  0.14336177],EOS_put_S=10.0_D=14_M=Full History,[0.02185788 0.57137541 0.6100407  0.13309003],kelly,0.14468192144720876,0.3491920114384546,0.4448301338963744,0.5511882064165518,0.8942673740750812,-0.5130220823258729,-0.057594876929824484,0.10660659964804708,0.3324485426572956,1.1142984361252628
106,107,EOS,10.0,14,0.5,Full History,call,2017-06-29,2021-10-31,2017-06-29,2021-10-31,1.1,2.73972602739726,[0.04908144 0.36356048 0.48234525 0.67908303 2.98917915],[nan nan nan nan nan],[-0.02318967  0.04345398  0.07614256  0.10668648  0.24405349],EOS_call_S=10.0_D=14_M=Full History,[ 0.06713481  1.38353191 49.69225225  0.10820554],kelly,0.0490814432997991,0.36356047911907396,0.48234525495549796,0.6790830347337306,2.9891791454217733,,,,,
107,108,Monero,-10.0,1,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,0.9,2.73972602739726,[0.11535973 0.31354347 0.44883552 0.58197834 0.93401228],[-0.61301645 -0.08893542  0.08001949  0.26943279  1.02625545],"[-6.13755437e-02 -6.04576735e-05  2.24014918e-02  5.48161765e-02
  3.01776143e-01]",Monero_put_S=-10.0_D=1_M=Full History,[1.44170103e-03 1.47529388e+00 1.84123445e+00 5.00443135e-03],kelly,0.11535972722256166,0.31354347397481247,0.44883551731515997,0.5819783404656185,0.9340122791145942,-0.6130164516473959,-0.08893541793164644,0.08001948759775945,0.2694327861040329,1.026255447934329
108,109,Monero,-10.0,1,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,0.9,2.73972602739726,"[3.16857634e-01 5.47447176e-01 6.79790053e-01 8.58023004e+00
 8.35044193e+02]",[nan nan nan nan nan],[-0.0310537   0.01505114  0.09054109  0.12770453  0.25193698],Monero_call_S=-10.0_D=1_M=Full History,[1.63571651e-09 1.47755382e+01 4.13460609e+00 1.31481938e-01],kelly,0.31685763440671394,0.5474471755540194,0.6797900532992561,8.580230039414115,835.044192632877,,,,,
109,110,Monero,-10.0,7,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,0.9,2.73972602739726,[0.0819888  0.29900426 0.44093104 0.56671451 0.95683072],[-0.66276576 -0.05488279  0.11977113  0.30104782  1.01536834],[-0.06939169  0.00384285  0.02845819  0.05917689  0.24464199],Monero_put_S=-10.0_D=7_M=Full History,[0.01041608 1.4175531  1.45522944 0.0340707 ],kelly,0.08198879746636317,0.29900425923831025,0.4409310396043431,0.5667145073465832,0.9568307181988681,-0.6627657556218133,-0.05488279165979454,0.11977113170869735,0.30104781680610654,1.0153683370339701
110,111,Monero,-10.0,7,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,0.9,2.73972602739726,"[3.02349558e-01 6.49504491e-01 1.16942693e+00 5.53139951e+00
 3.89756081e+02]",[nan nan nan nan nan],[-0.0561546  -0.00596819  0.01941033  0.08051674  0.18898211],Monero_call_S=-10.0_D=7_M=Full History,[3.32943562e-10 1.87482685e-03 1.00000000e+02 2.38260427e-01],kelly,0.30234955784443696,0.6495044905066414,1.1694269310977254,5.531399508328368,389.7560809366122,,,,,
111,112,Monero,-10.0,14,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,0.9,2.73972602739726,[0.08687775 0.29918117 0.40839711 0.52807498 0.90144272],[-0.51422245 -0.03605991  0.09920946  0.24828245  0.85980698],[-0.0557702   0.00405312  0.02512309  0.05204319  0.18456668],Monero_put_S=-10.0_D=14_M=Full History,[0.01756106 1.16110448 1.21370798 0.0583683 ],kelly,0.08687774506740274,0.2991811733004148,0.40839711121533384,0.5280749807816272,0.9014427233271256,-0.5142224546574219,-0.03605991311414303,0.09920945543058224,0.24828245468664284,0.8598069837883637
112,113,Monero,-10.0,14,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,0.9,2.73972602739726,"[2.43976324e-01 5.83065611e-01 8.03392586e-01 2.91033948e+00
 5.15455760e+02]",[nan nan nan nan nan],[-0.03390811  0.00707748  0.06636815  0.09890709  0.17919908],Monero_call_S=-10.0_D=14_M=Full History,[  0.12249737   1.81571055 100.           0.287682  ],kelly,0.24397632403774255,0.5830656111697575,0.803392585580732,2.910339484286174,515.4557596451357,,,,,
113,114,Monero,0.0,1,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,[0.18002045 0.45363816 0.57571361 0.67763402 0.93251923],[-0.61694342 -0.06870766  0.17171916  0.43186464  2.3767592 ],[-0.05661992  0.00742675  0.03121357  0.05411117  0.21156721],Monero_put_S=0.0_D=1_M=Full History,[0.00285779 1.13136845 1.71737006 0.02275289],kelly,0.18002044593819472,0.45363816439778315,0.5757136095569165,0.6776340198437301,0.9325192335533854,-0.616943422834686,-0.06870765691604219,0.1717191604718905,0.4318646449876661,2.3767591988675694
114,115,Monero,0.0,1,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,"[2.54327447e-01 4.52581559e-01 6.40154773e-01 1.10754681e+01
 3.08603442e+02]",[nan nan nan nan nan],[-0.0382601   0.01250304  0.09022429  0.1508948   0.27813657],Monero_call_S=0.0_D=1_M=Full History,[1.84462636e-14 9.47984975e-05 1.00000000e+02 3.63335709e-02],kelly,0.25432744680735053,0.45258155915712545,0.640154772777378,11.075468058880968,308.6034418170275,,,,,
115,116,Monero,0.0,7,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,[0.17774031 0.39920186 0.51160169 0.64312709 0.92198664],[-0.58060314 -0.06132468  0.13756611  0.36617078  1.33226223],[-0.05303937  0.00743163  0.02845298  0.05410377  0.15575981],Monero_put_S=0.0_D=7_M=Full History,[0.01615703 1.18733323 1.26175875 0.06612436],kelly,0.17774030672425953,0.39920186496453497,0.5116016861627931,0.6431270930280883,0.9219866399963705,-0.5806031408471624,-0.06132467632354327,0.1375661078354803,0.36617077992285335,1.3322622326975058
116,117,Monero,0.0,7,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,[  0.16722871   0.45831723   0.64604662   2.19703391 122.80380642],[nan nan nan nan nan],[-0.03362779  0.02016569  0.08254914  0.11958474  0.23641144],Monero_call_S=0.0_D=7_M=Full History,[1.53067320e-06 1.20212692e+01 8.40929610e-01 1.44043196e-01],kelly,0.16722870729086037,0.4583172285737611,0.6460466168553922,2.1970339066772677,122.80380642223153,,,,,
117,118,Monero,0.0,14,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,[0.11522692 0.36059175 0.47125251 0.60350905 0.93450428],[-0.56524665 -0.07445124  0.12550131  0.31024814  1.06485371],[-0.06264193  0.0031567   0.02779697  0.05179326  0.15181945],Monero_put_S=0.0_D=14_M=Full History,[0.02498924 1.09247885 1.12466885 0.09046416],kelly,0.11522692086600438,0.3605917543281478,0.4712525109115924,0.603509052464447,0.9345042836234699,-0.5652466504008404,-0.07445123975546242,0.12550131110452378,0.31024813683384944,1.064853705460997
118,119,Monero,0.0,14,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.0,2.73972602739726,"[1.51731237e-01 5.24054228e-01 7.60918595e-01 8.00594137e+00
 4.34423003e+03]",[nan nan nan nan nan],[-0.03402478  0.01532756  0.08251193  0.13058617  0.21539348],Monero_call_S=0.0_D=14_M=Full History,[3.38359535e-02 1.19334984e-05 1.00000000e+02 2.77223842e-01],kelly,0.15173123666941224,0.5240542281106946,0.7609185947913011,8.005941365807752,4344.230032686549,,,,,
119,120,Monero,10.0,1,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,[0.30264575 0.49894278 0.61170594 0.74616688 0.92520799],[-0.54772276 -0.08092465  0.18857629  0.5619468   3.41333527],[-0.04642401  0.00921535  0.03142784  0.05748126  0.15657711],Monero_put_S=10.0_D=1_M=Full History,[0.00385171 0.81481711 1.40276707 0.09258064],kelly,0.30264574590610294,0.49894277909633356,0.6117059403810031,0.746166875156733,0.9252079911498842,-0.5477227632210258,-0.08092465054869347,0.188576290022747,0.5619467973100162,3.413335273299933
120,121,Monero,10.0,1,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,"[1.36545201e-01 2.86616933e-01 4.01812367e-01 1.98760097e+01
 2.64281080e+03]",[nan nan nan nan nan],[-0.02306802  0.04496619  0.27576473  0.37921284  0.76970743],Monero_call_S=10.0_D=1_M=Full History,[4.63387269e-11 2.65756931e-03 1.00000000e+02 1.92846358e-02],kelly,0.13654520118932176,0.2866169327962403,0.4018123673935414,19.87600965771207,2642.810803253265,,,,,
121,122,Monero,10.0,7,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,[0.22800418 0.43713538 0.52776359 0.65528172 0.94028292],[-0.57324145 -0.05594329  0.16423405  0.42761454  1.90579588],[-0.06118442  0.00890765  0.03001154  0.05264768  0.15240528],Monero_put_S=10.0_D=7_M=Full History,[0.01957725 0.79882241 1.03052548 0.12186412],kelly,0.2280041797331193,0.4371353830263141,0.5277635885547858,0.6552817231437389,0.9402829168272023,-0.573241448097195,-0.05594329209634674,0.16423404752959148,0.42761453635618885,1.9057958786602542
122,123,Monero,10.0,7,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,[ 0.18948347  0.38195897  0.49777544  0.73320639 55.91076607],[nan nan nan nan nan],[-0.04065688  0.03907192  0.09158125  0.13193934  0.25668166],Monero_call_S=10.0_D=7_M=Full History,[1.10813163e-15 3.33011008e+01 2.61962908e+00 9.74223950e-02],kelly,0.18948347158652612,0.3819589672305473,0.49777544124339657,0.7332063934249549,55.91076607211127,,,,,
123,124,Monero,10.0,14,0.5,Full History,put,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,[0.11967052 0.38548618 0.4795644  0.61410151 0.92819254],[-0.60436158 -0.08558026  0.11421574  0.32646812  1.28194515],[-0.08375732  0.00345783  0.02535799  0.04747682  0.14594255],Monero_put_S=10.0_D=14_M=Full History,[0.02945666 0.86438395 0.99543524 0.13676483],kelly,0.11967052195522565,0.385486180204549,0.4795643983488813,0.614101506591125,0.9281925402208477,-0.6043615760370398,-0.08558026313199188,0.11421573559974163,0.3264681167775107,1.2819451482826691
124,125,Monero,10.0,14,0.5,Full History,call,2017-01-02,2021-10-31,2017-01-02,2021-10-31,1.1,2.73972602739726,"[4.71049045e-02 3.82563434e-01 6.57647122e-01 5.41085361e+00
 2.66991355e+02]",[nan nan nan nan nan],[-0.04130352  0.01410472  0.08932104  0.15221718  0.23705429],Monero_call_S=10.0_D=14_M=Full History,[6.70597968e-12 8.37737751e-05 1.00000000e+02 2.02328391e-01],kelly,0.047104904463249934,0.3825634343530166,0.6576471220163718,5.410853613357294,266.9913553974812,,,,,
